"Data_source"	"Reference"	"Year_published"	"Methanogen_specific"	"Sequencing_method"	"Database_information"	"Field_vs_lab"	"Source_from_paper"	"Original_sample_ID"	"Sample_type"	"Sample_age"	"Length_experiment"	"Family_reported"	"Genus_reported"	"Species_reported"	"Family_GTDB"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WA3"	"Leachate"	"4 to 11 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WA3"	"Leachate"	"4 to 11 years"	"NA"	"Methanobacteriaceae"	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WA3"	"Leachate"	"4 to 11 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WA3"	"Leachate"	"4 to 11 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA1"	"Leachate"	"11 to 20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA1"	"Leachate"	"11 to 20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA1"	"Leachate"	"11 to 20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA1"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA1"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA1"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA1"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA1"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA1"	"Leachate"	"11 to 20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA3"	"Leachate"	"11 to 20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA3"	"Leachate"	"11 to 20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA3"	"Leachate"	"11 to 20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA3"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA3"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanosphaera"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA3"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA3"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA3"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA3"	"Leachate"	"11 to 20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA2"	"Leachate"	"11 to 20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA2"	"Leachate"	"11 to 20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA2"	"Leachate"	"11 to 20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA2"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA2"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA2"	"Leachate"	"11 to 20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VA2"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Staley, *et al.* Appl. Microbiol. Biotechnol. **102**, 13, 5731-5740 (2018)"	2018	"No"	"16S"	"RDP February 2018, NCBI 97% cutoff"	"Lab"	"Figure 2b"	"Day34"	"Solid waste"	"NA"	"34 days"	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Staley, *et al.* Appl. Microbiol. Biotechnol. **102**, 13, 5731-5740 (2018)"	2018	"No"	"16S"	"RDP February 2018, NCBI 97% cutoff"	"Lab"	"Figure 2b"	"Day34"	"Solid waste"	"NA"	"34 days"	NA	"Methanofollis"	NA	"Methanofollaceae"
"Literature"	"B. Staley, *et al.* Appl. Microbiol. Biotechnol. **102**, 13, 5731-5740 (2018)"	2018	"No"	"16S"	"RDP February 2018, NCBI 97% cutoff"	"Lab"	"Figure 2b"	"Day34"	"Solid waste"	"NA"	"34 days"	NA	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Staley, *et al.* Appl. Microbiol. Biotechnol. **102**, 13, 5731-5740 (2018)"	2018	"No"	"16S"	"RDP February 2018, NCBI 97% cutoff"	"Lab"	"Figure 2b"	"Day34"	"Solid waste"	"NA"	"34 days"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"B. Staley, *et al.* Appl. Microbiol. Biotechnol. **102**, 13, 5731-5740 (2018)"	2018	"No"	"16S"	"RDP February 2018, NCBI 97% cutoff"	"Lab"	"Figure 2b"	"Day68"	"Solid waste"	"NA"	"68 days"	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Staley, *et al.* Appl. Microbiol. Biotechnol. **102**, 13, 5731-5740 (2018)"	2018	"No"	"16S"	"RDP February 2018, NCBI 97% cutoff"	"Lab"	"Figure 2b"	"Day68"	"Solid waste"	"NA"	"68 days"	NA	"Methanofollis"	NA	"Methanofollaceae"
"Literature"	"B. Staley, *et al.* Appl. Microbiol. Biotechnol. **102**, 13, 5731-5740 (2018)"	2018	"No"	"16S"	"RDP February 2018, NCBI 97% cutoff"	"Lab"	"Figure 2b"	"Day68"	"Solid waste"	"NA"	"68 days"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"B. Staley, *et al.* Appl. Microbiol. Biotechnol. **102**, 13, 5731-5740 (2018)"	2018	"No"	"16S"	"RDP February 2018, NCBI 97% cutoff"	"Lab"	"Figure 2b"	"Day139"	"Solid waste"	"NA"	"139 days"	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"B. Staley, *et al.* Appl. Microbiol. Biotechnol. **102**, 13, 5731-5740 (2018)"	2018	"No"	"16S"	"RDP February 2018, NCBI 97% cutoff"	"Lab"	"Figure 2b"	"Day139"	"Solid waste"	"NA"	"139 days"	NA	"Methanofollis"	NA	"Methanofollaceae"
"Literature"	"B. Staley, *et al.* Appl. Microbiol. Biotechnol. **102**, 13, 5731-5740 (2018)"	2018	"No"	"16S"	"RDP February 2018, NCBI 97% cutoff"	"Lab"	"Figure 2b"	"Day139"	"Solid waste"	"NA"	"139 days"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"B. Staley, *et al.* Appl. Microbiol. Biotechnol. **102**, 13, 5731-5740 (2018)"	2018	"No"	"16S"	"RDP February 2018, NCBI 97% cutoff"	"Lab"	"Figure 2b"	"Day139"	"Solid waste"	"NA"	"139 days"	NA	"Methanomassiliicoccus"	NA	"Methanomassiliicoccaceae"
"Literature"	"A. Chen, *et al.* Biotechnol. Lett. **25**, 18, 1563-1569 (2003)"	2003	"Yes"	"RFLP-16S"	"Clustal and MEGA"	"Field"	"Figure 2 and results"	"1 m"	"Solid waste"	"1 year"	"NA"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"A. Chen, *et al.* Biotechnol. Lett. **25**, 18, 1563-1569 (2003)"	2003	"Yes"	"RFLP-16S"	"Clustal and MEGA"	"Field"	"Figure 2 and results"	"1 m"	"Solid waste"	"1 year"	"NA"	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"A. Chen, *et al.* Biotechnol. Lett. **25**, 18, 1563-1569 (2003)"	2003	"Yes"	"RFLP-16S"	"Clustal and MEGA"	"Field"	"Figure 2 and results"	"1 m"	"Solid waste"	"1 year"	"NA"	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"A. Chen, *et al.* Biotechnol. Lett. **25**, 18, 1563-1569 (2003)"	2003	"Yes"	"RFLP-16S"	"Clustal and MEGA"	"Field"	"Figure 2 and results"	"1 m"	"Solid waste"	"1 year"	"NA"	NA	"Methanosarcina"	"Methanosarcina thermophila"	"Methanosarcinaceae"
"Literature"	"A. Chen, *et al.* Biotechnol. Lett. **25**, 18, 1563-1569 (2003)"	2003	"Yes"	"RFLP-16S"	"Clustal and MEGA"	"Field"	"Figure 2 and results"	"1 m"	"Solid waste"	"1 year"	"NA"	NA	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"L. Huang, *et al.* FEMS Microbiol. Ecol.  **46**, 2, 171-177 (2003)"	2003	"Yes"	"RFLP-16S"	NA	"Field"	"Table 2"	"GZK"	"Leachate"	"7 to 21 years"	"NA"	NA	"Methanoculleus"	"Methanoculleus oldenburgensis"	"Methanocullaceae"
"Literature"	"L. Huang, *et al.* FEMS Microbiol. Ecol.  **46**, 2, 171-177 (2003)"	2003	"Yes"	"RFLP-16S"	NA	"Field"	"Table 2"	"GZK"	"Leachate"	"7 to 21 years"	"NA"	NA	"Methanoculleus"	"Methanoculleus chikugoensis"	"Methanocullaceae"
"Literature"	"L. Huang, *et al.* FEMS Microbiol. Ecol.  **46**, 2, 171-177 (2003)"	2003	"Yes"	"RFLP-16S"	NA	"Field"	"Table 2"	"GZK"	"Leachate"	"7 to 21 years"	"NA"	NA	"Methanoculleus"	"Methanoculleus marisnigri"	"Methanocullaceae"
"Literature"	"L. Huang, *et al.* FEMS Microbiol. Ecol.  **46**, 2, 171-177 (2003)"	2003	"Yes"	"RFLP-16S"	NA	"Field"	"Table 2"	"GZK"	"Leachate"	"7 to 21 years"	"NA"	NA	"Methanospirillum"	"Methanospirillum hungatei"	"Methanospirillaceae"
"Literature"	"L. Huang, *et al.* FEMS Microbiol. Ecol.  **46**, 2, 171-177 (2003)"	2003	"Yes"	"RFLP-16S"	NA	"Field"	"Table 2"	"GZK"	"Leachate"	"7 to 21 years"	"NA"	NA	"Methanosaeta"	"Methanosaeta sp. Clone A1"	"Methanotrichaceae"
"Literature"	"L. Huang, *et al.* FEMS Microbiol. Ecol.  **46**, 2, 171-177 (2003)"	2003	"Yes"	"RFLP-16S"	NA	"Field"	"Table 2"	"GZK"	"Leachate"	"7 to 21 years"	"NA"	NA	"Methanosaeta"	"Methanosaeta concilii X51423"	"Methanotrichaceae"
"Literature"	"L. Huang, *et al.* FEMS Microbiol. Ecol.  **46**, 2, 171-177 (2003)"	2003	"Yes"	"RFLP-16S"	NA	"Field"	"Table 2"	"GZK"	"Leachate"	"7 to 21 years"	"NA"	NA	"Methanobacterium"	"Methanobacterium oryzae"	"Methanobacteriaceae"
"Literature"	"L. Huang, *et al.* FEMS Microbiol. Ecol.  **46**, 2, 171-177 (2003)"	2003	"Yes"	"Oligonucleotide probe"	NA	"Field"	"Results"	"GZK"	"Leachate"	"7 to 21 years"	"NA"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"K. Thakur, *et al.* World. J. Microbiol. Biotechnol. **36**, 3 (2020)"	2020	"No"	"16S"	"Greengenes and SILVA"	"Field"	"Supplementary file 6"	"S3"	NA	"NA"	NA	NA	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"K. Thakur, *et al.* World. J. Microbiol. Biotechnol. **36**, 3 (2020)"	2020	"No"	"16S"	"Greengenes and SILVA"	"Field"	"Supplementary file 6"	"S3"	NA	NA	NA	NA	"Methanoregula"	NA	"Methanoregulaceae"
"Literature"	"K. Thakur, *et al.* World. J. Microbiol. Biotechnol. **36**, 3 (2020)"	2020	"No"	"16S"	"Greengenes and SILVA"	"Field"	"Supplementary file 6"	"S3"	NA	NA	NA	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"K. Thakur, *et al.* World. J. Microbiol. Biotechnol. **36**, 3 (2020)"	2020	"No"	"16S"	"Greengenes and SILVA"	"Field"	"Supplementary file 6"	"S3"	NA	NA	NA	NA	"Methanomassiliicoccus"	NA	"Methanomassiliicoccaceae"
"Literature"	"K. Thakur, *et al.* World. J. Microbiol. Biotechnol. **36**, 3 (2020)"	2020	"No"	"16S"	"Greengenes and SILVA"	"Field"	"Supplementary file 6"	"S3"	NA	NA	NA	NA	"Methanolinea"	NA	"Methanoregulaceae"
"Literature"	"K. Thakur, *et al.* World. J. Microbiol. Biotechnol. **36**, 3 (2020)"	2020	"No"	"16S"	"Greengenes and SILVA"	"Field"	"Supplementary file 6"	"T"	NA	NA	NA	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"K. Thakur, *et al.* World. J. Microbiol. Biotechnol. **36**, 3 (2020)"	2020	"No"	"16S"	"Greengenes and SILVA"	"Field"	"Supplementary file 6"	"T"	NA	NA	NA	NA	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"K. Thakur, *et al.* World. J. Microbiol. Biotechnol. **36**, 3 (2020)"	2020	"No"	"16S"	"Greengenes and SILVA"	"Field"	"Supplementary file 6"	"T"	NA	NA	NA	NA	"Methanoregula"	NA	"Methanoregulaceae"
"Literature"	"K. Thakur, *et al.* World. J. Microbiol. Biotechnol. **36**, 3 (2020)"	2020	"No"	"16S"	"Greengenes and SILVA"	"Field"	"Supplementary file 6"	"V"	NA	NA	NA	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"K. Thakur, *et al.* World. J. Microbiol. Biotechnol. **36**, 3 (2020)"	2020	"No"	"16S"	"Greengenes and SILVA"	"Field"	"Supplementary file 6"	"V"	NA	NA	NA	NA	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"K. Thakur, *et al.* World. J. Microbiol. Biotechnol. **36**, 3 (2020)"	2020	"No"	"16S"	"Greengenes and SILVA"	"Field"	"Supplementary file 6"	"V"	NA	NA	NA	NA	"Methanolobus"	NA	"Methanosarcinaceae"
"Literature"	"K. Thakur, *et al.* World. J. Microbiol. Biotechnol. **36**, 3 (2020)"	2020	"No"	"16S"	"Greengenes and SILVA"	"Field"	"Supplementary file 6"	"V"	NA	NA	NA	"Methanobacteriaceae"	NA	NA	"Methanobacteriaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Mucking"	"Leachate"	"3 years old"	NA	NA	"Methanosarcina"	"Methanosarcina thermophila"	"Methanosarcinaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Odcombe"	"Leachate"	"2 to 5 years old"	NA	NA	"Methanocorpusculum"	"Methanocorpusculum bavaricum"	"Methanocorpusculaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Odcombe"	"Leachate"	"2 to 5 years old"	NA	NA	"Methanocorpusculum"	"Methanocorpusculum aggregans"	"Methanocorpusculaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Odcombe"	"Leachate"	"2 to 5 years old"	NA	NA	"Methanocorpusculum"	"Methanocorpusculusm parvum"	"Methanocorpusculaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Mucking"	"Leachate"	"3 years old"	NA	NA	"Methanofollis"	"Methanofollis liminatans"	"Methanofollaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Mucking"	"Leachate"	"3 years old"	NA	NA	"Methanospirillum"	"Methanospirillum hungatei"	"Methanospirillaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Mucking"	"Leachate"	"3 years old"	NA	NA	"Methanobacterium"	"Methanobacteriunm formicicum"	"Methanobacteriaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Mucking"	"Leachate"	"3 years old"	NA	NA	"Methanocaldococcus"	"Methanocaldococcus jannaschii"	"Methanocaldococcaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Mucking"	"Leachate"	"3 years old"	NA	NA	"Methanobacterium"	"Methanobacterium formicicum mrtA"	"Methanobacteriaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Odcombe"	"Leachate"	"2 to 5 years old"	NA	NA	"Methanofollis"	"Methanofollis liminatans"	"Methanofollaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Odcombe"	"Leachate"	"2 to 5 years old"	NA	NA	"Methanospirillum"	"Methanospirillum hungatei"	"Methanospirillaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Odcombe"	"Leachate"	"2 to 5 years old"	NA	NA	"Methanobacterium"	"Methanobacteriunm formicicum"	"Methanobacteriaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Odcombe"	"Leachate"	"2 to 5 years old"	NA	NA	"Methanocaldococcus"	"Methanocaldococcus jannaschii"	"Methanocaldococcaceae"
"Literature"	"P. Luton, *et al.* Microbiology **148**, 11, 3521-3530 (2002)"	2002	"Yes"	"RFLP-mcrA"	"NA"	"Field"	"Table 1"	"Odcombe"	"Leachate"	"2 to 5 years old"	NA	NA	"Methanobacterium"	"Methanobacterium formicicum mrtA"	"Methanobacteriaceae"
"Literature"	"M. Sillas-Moreno, *et al.* J. Chem. Technol. Biotechnol. **94**, 4, 1123-1133 (2019)"	2019	"No"	"Metagenomics"	"Kaiju which uses NCBI nr database"	"FIeld"	"Figure 4"	"L"	"Solid waste"	"1 year old"	NA	NA	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"M. Sillas-Moreno, *et al.* J. Chem. Technol. Biotechnol. **94**, 4, 1123-1133 (2019)"	2019	"No"	"Metagenomics"	"Kaiju which uses NCBI nr database"	"FIeld"	"Figure 4"	"L"	"Solid waste"	"1 year old"	NA	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"M. Sillas-Moreno, *et al.* J. Chem. Technol. Biotechnol. **94**, 4, 1123-1133 (2019)"	2019	"No"	"Metagenomics"	"Kaiju which uses NCBI nr database"	"FIeld"	"Figure 4"	"L"	"Solid waste"	"1 year old"	NA	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"M. Sillas-Moreno, *et al.* J. Chem. Technol. Biotechnol. **94**, 4, 1123-1133 (2019)"	2019	"No"	"Metagenomics"	"Kaiju which uses NCBI nr database"	"FIeld"	"Figure 4"	"L"	"Solid waste"	"1 year old"	NA	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"M. Sillas-Moreno, *et al.* J. Chem. Technol. Biotechnol. **94**, 4, 1123-1133 (2019)"	2019	"No"	"Metagenomics"	"Kaiju which uses NCBI nr database"	"FIeld"	"Figure 4"	"L"	"Solid waste"	"1 year old"	NA	NA	"Methanocella"	NA	"Methanocellaceae"
"Literature"	"J. Dong, *et al.* Appl. Biochem. Biotechnol. **175**, 5, 2729-2740 (2015)"	2015	"No"	"16S"	"NA"	"Field"	"Table 2"	"1m"	"Solid waste"	"17 to 43 years old"	NA	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"J. Dong, *et al.* Appl. Biochem. Biotechnol. **175**, 5, 2729-2740 (2015)"	2015	"No"	"16S"	"NA"	"Field"	"Table 2"	"1m"	"Solid waste"	"17 to 43 years old"	NA	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"J. Dong, *et al.* Appl. Biochem. Biotechnol. **175**, 5, 2729-2740 (2015)"	2015	"No"	"16S"	"NA"	"Field"	"Table 2"	"5m"	"Solid waste"	"17 to 43 years old"	NA	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"J. Dong, *et al.* Appl. Biochem. Biotechnol. **175**, 5, 2729-2740 (2015)"	2015	"No"	"16S"	"NA"	"Field"	"Table 2"	"5m"	"Solid waste"	"17 to 43 years old"	NA	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"J. Dong, *et al.* Appl. Biochem. Biotechnol. **175**, 5, 2729-2740 (2015)"	2015	"No"	"16S"	"NA"	"Field"	"Table 2"	"6m"	"Solid waste"	"17 to 43 years old"	NA	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"J. Dong, *et al.* Appl. Biochem. Biotechnol. **175**, 5, 2729-2740 (2015)"	2015	"No"	"16S"	"NA"	"Field"	"Table 2"	"6m"	"Solid waste"	"17 to 43 years old"	NA	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"J. Dong, *et al.* Appl. Biochem. Biotechnol. **175**, 5, 2729-2740 (2015)"	2015	"No"	"16S"	"NA"	"Field"	"Table 2"	"7m"	"Solid waste"	"17 to 43 years old"	NA	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"J. Dong, *et al.* Appl. Biochem. Biotechnol. **175**, 5, 2729-2740 (2015)"	2015	"No"	"16S"	"NA"	"Field"	"Table 2"	"7m"	"Solid waste"	"17 to 43 years old"	NA	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"J. Dong, *et al.* Appl. Biochem. Biotechnol. **175**, 5, 2729-2740 (2015)"	2015	"No"	"16S"	"NA"	"Field"	"Table 2"	"15m"	"Solid waste"	"17 to 43 years old"	NA	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
